Code,Name,Company,Board,Sector,Date,52WeekHigh,52WeekLow,Open,High,Low,Last,Chg,ChgPercent,Volume,Total News,Sum_Compound,PriceLabel
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,1/3/2019,4.49,3.76,4.05,4.26,4.05,4.2,0.24,6.06,34998,2,-0.0184,Increase
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,1/3/2019,2.63,2.18,2.3,2.31,2.28,2.28,-0.04,-1.72,1384,,,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,1/3/2019,4.59,3.4,4.47,4.51,4.42,4.5,0.03,0.67,28821,,,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,1/3/2019,4.36,3.4,4.24,4.3,4.22,4.25,0,0,21076,,,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,1/3/2019,7.36,5.21,5.84,5.85,5.65,5.68,-0.17,-2.91,194543,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,1/3/2019,21.66,17.56,21.22,21.3,21.12,21.28,0,0,17622,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,1/3/2019,20.4,17.38,19.6,19.72,19.52,19.56,-0.14,-0.71,4225,1,-0.4767,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,1/3/2019,11.08,8.68,9.58,9.58,9.51,9.53,0,0,159945,,,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,1/3/2019,26.16,22.34,25.04,25.08,25,25.02,0.02,0.08,52920,,,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,1/3/2019,5.88,4.99,5.66,5.83,5.66,5.69,0.03,0.53,59293,,,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,1/4/2019,4.49,3.76,4.09,4.09,4.01,4.01,-0.08,-1.96,3948,1,-0.2732,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,1/4/2019,2.63,2.18,2.21,2.21,2.19,2.2,0,0,572,2,-0.655,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,1/4/2019,4.64,3.4,4.51,4.57,4.42,4.45,-0.11,-2.41,20422,3,-1.6868,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,1/4/2019,4.44,3.4,4.32,4.44,4.3,4.41,0.1,2.32,13225,2,-0.3522,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,1/4/2019,7.36,5.04,5.15,5.17,5.08,5.08,-0.07,-1.36,95992,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,1/4/2019,21.66,17.56,20.46,20.46,19.9,19.98,-0.32,-1.58,15333,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,1/4/2019,20.4,17.38,19.2,19.2,18.96,18.96,-0.22,-1.15,2189,2,-0.3046,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,1/4/2019,11.08,8.68,9.28,9.29,9.19,9.2,-0.07,-0.76,100003,,,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,1/4/2019,26.16,22.28,23.26,23.32,22.28,22.48,-0.68,-2.94,102890,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,1/4/2019,5.94,4.99,5.74,5.74,5.6,5.62,-0.08,-1.4,19277,3,-0.3458,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,2/4/2019,4.49,3.76,4.03,4.06,4,4,-0.01,-0.25,4895,1,0,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,2/4/2019,2.63,2.18,2.2,2.22,2.19,2.19,-0.01,-0.45,631,2,0.7218,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,2/4/2019,4.64,3.4,4.49,4.5,4.42,4.45,0,0,19479,6,0.4983,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,2/4/2019,4.45,3.4,4.41,4.45,4.38,4.4,-0.01,-0.23,21103,2,0.3818,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,2/4/2019,7.36,5.04,5.1,5.13,5.09,5.12,0.04,0.79,72807,,,Increase
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,2/4/2019,21.66,17.56,20.22,20.3,20,20.06,0.08,0.4,1904,3,0.7218,Increase
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,2/4/2019,20.4,17.38,19.02,19.18,18.96,18.98,0.02,0.11,1760,1,0,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,2/4/2019,11.08,8.68,9.27,9.29,9.22,9.25,0.05,0.54,92756,1,-0.296,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,2/4/2019,26.16,22.28,22.5,22.88,22.5,22.7,0.22,0.98,68593,,,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,2/4/2019,5.94,4.99,5.63,5.69,5.62,5.65,0.03,0.53,48074,6,0.8288,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,3/4/2019,4.49,3.76,4.03,4.08,4.02,4.08,0.08,2,5816,,,Increase
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,3/4/2019,2.63,2.18,2.19,2.2,2.19,2.19,0,0,194,2,0.8974,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,3/4/2019,4.64,3.4,4.44,4.46,4.42,4.46,0.01,0.22,44493,1,0.296,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,3/4/2019,4.45,3.4,4.43,4.43,4.32,4.4,0,0,9597,1,0,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,3/4/2019,7.36,5.04,5.12,5.14,5.09,5.12,0,0,48534,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,3/4/2019,21.66,17.56,20.28,20.46,19.92,20.04,-0.02,-0.1,2389,4,0.7202,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,3/4/2019,20.4,17.38,19.08,19.24,19,19.06,0.08,0.42,1106,2,0.468,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,3/4/2019,11.08,8.68,9.29,9.29,9.24,9.24,-0.01,-0.11,81291,7,0.8628,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,3/4/2019,26.16,22.28,22.9,23.08,22.82,23,0.3,1.32,66610,,,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,3/4/2019,5.94,4.99,5.69,5.82,5.67,5.75,0.1,1.77,76238,1,0,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,4/3/2019,4.49,3.76,4.15,4.26,4.15,4.2,0,0,7500,1,0.6808,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,4/3/2019,2.63,2.18,2.28,2.3,2.27,2.3,0.02,0.88,1353,,,Increase
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,4/3/2019,4.59,3.4,4.44,4.54,4.44,4.5,0,0,41529,,,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,4/3/2019,4.36,3.4,4.32,4.35,4.28,4.3,0.05,1.18,3043,2,-0.3182,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,4/3/2019,7.36,5.21,5.62,5.69,5.62,5.64,-0.04,-0.7,90081,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,4/3/2019,21.66,17.56,21,21.3,21,21.26,-0.02,-0.09,15135,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,4/3/2019,20.4,17.38,19.38,19.62,19.28,19.6,0.04,0.2,4994,2,-0.6249,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,4/3/2019,11.08,8.68,9.5,9.66,9.5,9.54,0.01,0.1,65571,,,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,4/3/2019,26.16,22.34,24.94,25.04,24.94,25,-0.02,-0.08,42184,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,4/3/2019,5.94,4.99,5.77,5.94,5.73,5.75,0.06,1.05,67783,,,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,4/4/2019,4.49,3.76,4.04,4.12,4.04,4.12,0.04,0.98,7638,,,Increase
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,4/4/2019,2.63,2.18,2.21,2.21,2.19,2.19,0,0,1848,3,-0.0222,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,4/4/2019,4.64,3.4,4.47,4.48,4.43,4.45,-0.01,-0.22,24320,1,0,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,4/4/2019,4.45,3.4,4.44,4.44,4.39,4.39,-0.01,-0.23,17670,,,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,4/4/2019,7.36,5.04,5.12,5.14,5.08,5.1,-0.02,-0.39,58937,6,0.3006,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,4/4/2019,21.66,17.56,20.04,20.36,19.94,20.2,0.16,0.8,7474,3,-0.3182,Increase
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,4/4/2019,20.4,17.38,19.18,19.4,19.14,19.18,0.12,0.63,6035,2,-0.3182,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,4/4/2019,11.08,8.68,9.24,9.3,9.24,9.27,0.03,0.32,92632,4,0.34,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,4/4/2019,26.16,22.28,23,23.1,22.6,22.98,-0.02,-0.09,78354,7,-1.1164,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,4/4/2019,5.94,4.99,5.81,5.81,5.7,5.75,0,0,58880,2,0,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,5/3/2019,4.49,3.76,4.16,4.23,4.16,4.23,0.03,0.71,6929,,,Increase
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,5/3/2019,2.63,2.18,2.31,2.32,2.27,2.31,0.01,0.43,503,,,Increase
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,5/3/2019,4.59,3.4,4.45,4.52,4.45,4.49,-0.01,-0.22,28392,,,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,5/3/2019,4.36,3.4,4.3,4.3,4.28,4.3,0,0,1891,,,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,5/3/2019,7.36,5.21,5.62,5.66,5.59,5.59,-0.05,-0.89,113730,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,5/3/2019,21.66,17.56,21.48,21.6,21.24,21.28,0.02,0.09,8442,,,Increase
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,5/3/2019,20.4,17.38,19.36,19.76,19.36,19.54,-0.06,-0.31,2255,2,0.2023,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,5/3/2019,11.08,8.68,9.53,9.58,9.53,9.53,-0.01,-0.1,59663,,,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,5/3/2019,26.16,22.34,24.7,24.72,24.56,24.6,-0.02,-0.08,42989,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,5/3/2019,5.94,4.99,5.86,5.94,5.71,5.71,-0.04,-0.7,53554,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,5/4/2019,4.49,3.76,4.1,4.12,4.09,4.12,0,0,1299,,,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,5/4/2019,2.63,2.18,2.2,2.2,2.19,2.2,0.01,0.46,1612,2,-0.5719,Increase
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,5/4/2019,4.64,3.4,4.46,4.46,4.41,4.43,-0.02,-0.45,14561,1,-0.6808,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,5/4/2019,4.45,3.4,4.43,4.43,4.39,4.4,0.01,0.23,10959,,,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,5/4/2019,7.36,5.04,5.1,5.13,5.1,5.11,0.01,0.2,23308,9,-2.0221,Increase
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,5/4/2019,21.66,17.56,20.2,20.3,20.18,20.2,0,0,5422,1,-0.6808,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,5/4/2019,20.4,17.38,19.02,19.02,19.02,19.02,-0.16,-0.83,82,1,-0.6808,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,5/4/2019,11.08,8.68,9.26,9.29,9.24,9.26,-0.01,-0.11,78867,1,-0.6808,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,5/4/2019,26.16,22.28,22.84,23,22.8,22.88,-0.1,-0.44,63230,4,-0.9768,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,5/4/2019,5.94,5.01,5.68,5.79,5.68,5.73,-0.02,-0.35,12539,2,-1.2527,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,6/3/2019,4.49,3.76,4.22,4.23,4.2,4.21,-0.02,-0.47,9637,,,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,6/3/2019,2.63,2.18,2.29,2.31,2.28,2.31,0,0,999,,,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,6/3/2019,4.59,3.4,4.51,4.51,4.45,4.5,0.01,0.22,20975,,,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,6/3/2019,7.36,5.21,5.62,5.63,5.51,5.52,-0.07,-1.25,142766,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,6/3/2019,21.66,17.56,21.16,21.4,21.16,21.28,0,0,4763,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,6/3/2019,20.4,17.38,19.6,19.64,19.42,19.5,-0.04,-0.2,2153,1,-0.1027,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,6/3/2019,11.08,8.68,9.56,9.57,9.53,9.54,0.01,0.1,69424,,,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,6/3/2019,26.16,22.34,24.66,24.7,24.52,24.52,-0.08,-0.33,49349,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,6/3/2019,5.94,4.99,5.5,5.63,5.43,5.54,-0.17,-2.98,232590,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,7/3/2019,4.49,3.76,4.2,4.23,4.19,4.22,0.01,0.24,6247,,,Increase
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,7/3/2019,2.63,2.18,2.29,2.31,2.28,2.28,-0.03,-1.3,1007,,,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,7/3/2019,4.59,3.4,4.46,4.57,4.46,4.5,0,0,13008,1,0.2023,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,7/3/2019,4.36,3.4,4.26,4.27,4.24,4.25,0.07,1.67,11841,3,-0.0636,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,7/3/2019,7.36,5.21,5.5,5.53,5.45,5.45,-0.07,-1.27,145023,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,7/3/2019,21.66,17.56,21.1,21.3,21.1,21.3,0.02,0.09,6539,,,Increase
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,7/3/2019,20.4,17.38,19.96,19.96,19.46,19.5,0,0,6766,1,-0.1655,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,7/3/2019,11.08,8.68,9.52,9.6,9.52,9.53,-0.01,-0.1,91437,,,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,7/3/2019,26.16,22.34,24.46,24.58,24.46,24.54,0.02,0.08,47300,,,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,7/3/2019,5.94,4.99,5.58,5.62,5.46,5.48,-0.06,-1.08,159673,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,8/3/2019,4.49,3.76,4.21,4.22,4.14,4.14,-0.08,-1.9,4362,,,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,8/3/2019,2.63,2.18,2.28,2.3,2.26,2.27,-0.01,-0.44,661,,,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,8/3/2019,4.59,3.4,4.53,4.53,4.46,4.5,0,0,34550,3,-0.296,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,8/3/2019,4.36,3.4,4.24,4.29,4.2,4.24,-0.01,-0.24,11797,4,0.9551,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,8/3/2019,7.36,5.21,5.47,5.49,5.38,5.39,-0.06,-1.1,134337,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,8/3/2019,21.66,17.56,21.38,21.38,21.16,21.24,-0.06,-0.28,14557,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,8/3/2019,20.4,17.38,19.68,19.68,19.42,19.5,0,0,5353,,,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,8/3/2019,11.08,8.68,9.53,9.58,9.51,9.53,0,0,100028,,,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,8/3/2019,26.16,22.34,24.56,24.58,24.44,24.5,-0.04,-0.16,53476,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,8/3/2019,5.94,4.99,5.5,5.58,5.48,5.56,0.08,1.46,150079,,,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,8/4/2019,4.49,3.76,4.13,4.15,4.08,4.1,-0.02,-0.49,3532,,,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,8/4/2019,2.63,2.18,2.19,2.2,2.19,2.2,0,0,533,3,1.3706,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,8/4/2019,4.64,3.4,4.45,4.45,4.4,4.45,0.02,0.45,9981,,,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,8/4/2019,4.45,3.4,4.39,4.41,4.38,4.4,0,0,3327,,,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,8/4/2019,7.36,5.04,5.1,5.12,5.08,5.09,-0.02,-0.39,73784,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,8/4/2019,21.66,17.56,20.2,20.22,20.02,20.14,-0.06,-0.3,7661,3,2.0934,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,8/4/2019,20.4,17.38,19.22,19.26,19.08,19.16,0.14,0.74,3043,1,-0.3182,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,8/4/2019,11.08,8.68,9.28,9.29,9.25,9.28,0.02,0.22,51807,,,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,8/4/2019,26.16,22.28,22.94,22.94,22.56,22.62,-0.26,-1.14,52334,4,2.0099,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,8/4/2019,5.94,5.05,5.74,5.75,5.65,5.68,-0.05,-0.87,23077,4,1.9284,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,9/4/2019,4.49,3.76,4.1,4.1,4.07,4.09,-0.01,-0.24,9731,1,0.3612,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,9/4/2019,2.63,2.18,2.2,2.21,2.19,2.19,-0.01,-0.45,166,2,0.1494,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,9/4/2019,4.64,3.4,4.45,4.5,4.42,4.45,0,0,12765,3,1.2391,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,9/4/2019,4.45,3.4,4.38,4.4,4.38,4.4,0,0,9508,,,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,9/4/2019,7.36,5.04,5.1,5.11,5.07,5.09,0,0,120745,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,9/4/2019,21.66,17.56,20.32,20.32,20.04,20.1,-0.04,-0.2,3213,3,1.0128,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,9/4/2019,20.4,17.38,19.34,19.34,19.04,19.16,0,0,949,,,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,9/4/2019,11.08,8.68,9.28,9.3,9.25,9.3,0.02,0.22,90500,,,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,9/4/2019,26.16,22.28,22.6,22.68,22.52,22.58,-0.04,-0.18,48027,3,0.6672,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,9/4/2019,5.94,5.05,5.68,5.74,5.63,5.66,-0.02,-0.35,24506,2,1.2391,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,10/4/2019,4.49,3.76,4.09,4.1,4.06,4.09,0,0,4380,1,0.3612,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,10/4/2019,2.63,2.18,2.19,2.19,2.18,2.18,-0.01,-0.46,1001,4,2.3156,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,10/4/2019,4.64,3.4,4.46,4.47,4.43,4.44,-0.01,-0.22,28579,3,0.4019,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,10/4/2019,4.45,3.4,4.43,4.43,4.39,4.4,0,0,28117,1,0.4215,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,10/4/2019,7.36,5.04,5.09,5.1,5.06,5.08,-0.01,-0.2,35256,,,No Change/Decrease
